	review	pred_polarity	test_polarity	false_positives	false_negatives
14278	ive been on the nuvaring for a little over a year and at first i loved it it was my first birth control and i did not think i would remember to take a pill everyday so this seemed perfect and it was it is very effective for not getting pregnant i have been having unprotected sex with my boyfriend since and not once had an issue  the only thing is that it did not help with my cramps and back pain as the months go on the pain gets worse and worse  i also have times of severe mood swings and depression  im switching to seasonale this month to see if it works any better	0	1	0	1
1607	i got my nexplanon 112114 and my nonstop bleeding started january and havent stopped since first it was heavy for one week then light then heavy for two week now its just spotting and i think its about to go off but i can never be surejust ready for it to go off because im tired of buying pads	0	1	0	1
14897	i have been using this pill for almost three months now it has worked great for preventing pregnancy and has made my periods lighter with less cramping at first i was experiencing some abdominal cramping but that went away after a while the only side effect that has caused me problems is it made me very emotional i get depressed easily but not on a daily basis usually every one to two weeks i go through a phase where i cry a lot and think about things from my past that upset me judging from what i have read the emotional side effects go away after a while so i want to keep taking it and i would recommend it for anyone	0	1	0	1
7842	"why i am taking this mediciine hormone regulation painful periods painful ovulation i do have fibroids but i will consider removing them if they are still a problem after menopause  i am 45 years old single mother work full time eat healthy workout 3 to 4 days a week  no weight gain or sore breasts i have been reading about on here 


pros i think this bc is great pain is gone periods are lighter i have used the patch and other pills before


cons  i had some slight nausea take this with food at breakfast or lunch and take it within a consistent time of day everyday  be sure to drink your water all day and eat healthy wellbalanced meals

did it work for me  yes i do not have pain anymore periods very light"	0	1	0	1
7427	ive had the iud for about 5 months for the first month i bled constantly with heavy clots terrible cramps and tender breasts things started to improve around the second month with only light bleeding and now i have random spotting or a period that lasts a few days i initially had acne but read about black african soap which in conjunction with tea tree oil after showering has eliminated it i have pcos and already had hair growth on my chin its a lot worse with the iud in place and im going to electrolysis to eliminate it that is my biggest complaint no weight gain but i did experience bloating and ive always gained on bc westrogen once my husband felt it but my doc snipped the strings and its not been a problem since	0	1	0	1
14117	the nuvaring has been ok for me with the exception of making me feel like i have an uti on and off it has dramatically increased vaginal discharged and causes some itchiness i think this is what leads to the bladder irritation that feels like a uti ive also gotten some headaches and noticed some bloating around my abdomen all in all i am probably going off of the ring im scared of any birth control at this point they all have side effects	0	1	0	1
3885	had this for 1 year amp 1 month to be exact first 5 months were horrible irregular periods amp i always felt like i was pregnant but as months went past my periods became regular again amp i always forget i have it in my arm very effective really does prevent pregnancy my only concern is when its time to come out ive seen too many videos where it was hard for it to come out	0	1	0	1
3185	i have been using xulane for about 2 to 3 months maybe longer i have not gotten pregnant though my boyfriend is fixed next went back into get checked so there is a slim chance i used the nuva ring before i liked it to a point uncomfortable to me and my boyfriend so i switched to the patch at first it was fine then after a month or less of using it i noticed intense mood swings like bi polar mood swings wanting go off on people for stupid little things being straight up mean to my man and not caring then feel terrible after i have no energy at all always tired i hate myself like this its not me im going to stop this birth control i hate these bad mood swings	0	1	0	1
8497	im into my second pack and am not pregnant which is good but im very nauseous queasy dizzy and lightheaded  also im experiencing anxiety and nervousness  i think if these symptoms continue after pack 3 ill need to switch	0	1	0	1
7126	my period would come and a week later it would happen again for two weeks i have been on mononessa for a week and my period is finally under control after years of misery	0	1	0	1
11860	i would try anything i had grown up with the most painful periods every start of my period had me laying on the bathroom floor crying and vomiting it was terrible and not a way to live i went to my doctor and asked for help she suggested this told me some women had bad experiences but i didnt care ladies listen to me very carefully the first couple months are going to be terrible because your body is not used to the lack of hormones missing from your everyday life so yes my ache was terrible i gained weight because i would get the shakes if i didnt eat i didnt have any energy and i was so moody like to the point i thought i would have a nervous break down i spotted for two weeks at a time but now i have no periods and im normal	0	1	0	1
1668	"i used aubra for two functions as a contraceptive and as a way to reduce acne i would call it a positive experience since its main function was to reduce risk of pregnancy and i did not become pregnant while using it 
however there are side effects as with any oral contraceptive different pills use different kinds of synthetic hormones each of which may or may not have a different effect on the users skin
aubra is partly comprised of levonorgestrel which is one of the most androgenic acne causing synthetic hormones used in oral contraceptives 
i have been continually breaking out in cystic acne since i started aubra half a year ago i am currently in the process of switching to ortho tricyclen lower androgenicity"	0	1	0	1
4213	"i started paragard about three months after giving birth to my second child  i had it removed 14 months later  pros 1 i didnt have to remember to take it  2 didnt change my mood or weight 3 comforting that there werent any unnecessary hormones in my body 4 it was effective in preventing pregnancy  cons 1 my periods lasted for three weeks on average sometimes a little less sometimes a little more  i was told it will get back to normal give it a few months after it didnt they refused to believe it was the iud because it was coppernonhormonal  2 less sex with my husband because of the heaviness and length of my periods
  i had it removed and my periods were almost instantly back to normal 35 days"	0	1	0	1
6820	ive been taking this about 6 months  coming off my paraguard implant which i hated copper does not belong in the uterus  the first month i started on  sprintec i ended up with a yeast infection im assuming the extra amount of estrogen caused this an body had to get use to it lasted maybe 4 an half days it did regulate my period to when i started the white pills now this is my 6 month and im started to have two periods a month heavy bleeding too although effective not sure why im having heavy periods so often now another side affect it has made me loose about 20 pounds  over this course of time i become super tired allll the time  it works but i guess gotta get use to it	0	1	0	1
7841	the worse bc ever yes its effective but sense ive had enough of it ive had headaches body aches and serious weight gain was always 160 now im 217 finally getting it taken out after research and reading other reviews also cramping in between periods spotting and heavy periods  worst bc ever 	0	1	0	1
3901	ive had this birth control for about two years now the first year i had it it was perfect it was like it wasnt even there i didnt have periods for a year i lost access weight my metabolism sped up and i had more energy than normal then the december of that year i took an antibiotic for either a sinus infection or strep i forget which one and immediately things went downhill a got a cyst in my ovaries and this was extremely painful then i had crazy nonstop painful periods that would go on for months my obgyn prescribed me with estrogen and that didnt help i now have gained about twenty pounds and i have cellulite everywhere i think ill be getting it out and going solo for awhile to resuscitate my hormones	0	1	0	1
5802	"ive been on safyral since jan 2011 almost a year it was awesome at first but as time went on it slowly started to change me great if you dont have a boyfriend i say that because i have zero want or desire to be cuddly or intimate with my amazing sweet and down near perfect boyfriend of two years 

its the most frustrating of all my symptoms next are the mood swings angry one minute sad the next anxiousit never ends before this pill i always considered myself to be a quotguyquot when it came to emotions i was always just happy go lucky not with this 
emotionsscale of 1 on this stuff
pros100 clear skin all the time no weight gain
its not the worst birth control out there but just be prepared to ride a emotional roller coaster"	0	1	0	1
3222	i am 24 and recently sought out a birth control pill because i will be getting married in march i was put on loestrin24 back in december 09 thankfully i did not read all of the scary internet blogs until afterwards or i probably wouldnt have tried it i have not had mood swings in fact i feel i am a less moodier person now it is easy to keep up with and seeing that i am a first time bc user fell in love with knowing when my menstrual cycle would occur the only negative side effects that have occurred since taking the pill i gained 10 pounds the first two weeks of taking this pill ive had a hard time shedding those pounds but at least it has not increased as of yet secondly my boobs hurt like crazy i can hardly touch them they are so sore	0	1	0	1
4783	i am almost done with the first pack i am on the brown pills and can honestly say i am not sure if i am even going to wait to see if it helps my cramps which is the whole reason i got on birth control in the first place i gained 5 pounds in 3 weeks by doing nothing differently my waist has completely changed i gained fat on my love handles and i have not been eating or exercising any differently i went from 116lbs to 121lbs i have never hit over 120lbs in my life i was 121lbs waking up so its not like i was full from food or something also my breasts are really sensitive the upside to this birth control is that the pills are chewable also i tried aviane in the past and all i could do was vomit the first day i took it no nausea with this	0	1	0	1
8488	when i saw this website and read multiple experiences i saw that i was and am not alone i have a wonderful boyfriend who is still putting up with me and my godawful self for a few months although i have only been on trisprintec for a week it is one of the hardest weeks of my life i feel like i have every side effect for example i am constantly nauseated and always have a headache and in addition i literally cry for no reason my hair is shedding more than it ever has before and my outlook on life has changed from optimistic to pessimistic 	0	1	0	1
11091	within few days of taking the pill my acne cleared up  on the other hand i have gained 4 pounds out of nowhere  feel bloated nauseated  is a shame that side effects are so undesirable since it does work for my acne	0	1	0	1
1224	i at 53 i took heather for birth control for the last 3 12 yrs my doctor decided that i should not be on the pill anymore and i needed to stop taking them during the time i was on the pill i never had a period i loved it no weight gain no side effects since i have been off of them i still have no period my doctor said i probably will have gone through menopause and never had the symptoms	0	1	0	1
2805	after significant weight gain on depo and the implant i told my doctor how im sensitive to hormones more specifically  progesterone so this pill is considered low dose and is a mixture of progesterone and estrogen i decided tried it love the perks of clear skin and 15 pounds down in 5 months cons nausea after placebo week dark inner thighs mild depression and random head aches although i cant say there is a direct correlation between depression head aches and the pill open to try extra low dose and see how it works for me positives out weight negatives at this point	0	1	0	1
17435	i started taking this pill when i was 16 i am now 20 the pill started out fine and i loved it for the past 3 years but this last year is different starting the pill it cleared my acne up very well i only gained maybe 10lbs at most but thats as well as growing up and fitting into my body the pill has worked great for birthcontrol it has made me have a regular light 34 day period every month rarely any cramps too but this past year i have been noticing a few different side effects my cramping is getting worse with each period i started spotting more monthly and during my period i get severe migranes stopping the pill for a month to see if my headaches get better	0	1	0	1
4148	update this is my fourth month in and the first time i have had a period with this implant i started bleeding a few days after my last post in here ive been bleeding for a month and one week now im not sure when it will stop it keeps getting light and switches to a heavy flow i still havent gained any weight but my sex drive has been down this last month it could be from the contestant bleeding doesnt make me feel sexy and i had a really high sex drive before i feel like its ruining my sex life with my bf	0	1	0	1
6237	this medication demolished my libido  two weeks after stopping it my libido is back to normal now	0	1	0	1
7885	i have been taking this for 3 weeks now and have had a light period the whole time everyone else is saying the opposite so im wondering why my results are different maybe i just need to give it more time for my body to get use to it	0	1	0	1
7354	previously i had an iud mirena after 3 years all the sudden that caused me to start having terrible headaches and a lump in my breast which went away i waited 3 months to get my body back to normal before starting sprintec it works well at prevention no more headaches  my boobs have been sore and have grown almost a full cup size in just 2 months it has increased my appetite im very skinny always been about 100 lbs i have gained 4 lbs in 2 months this never happens i do not fluctuate in weight i havent decided if i like it yet im happy with my weight but im a little worried if the increased appetite keeps up if it will taper off soon or continue	0	1	0	1
1489	"i tried this pill after having been on so many others i had been prescribed femcon fe loestrin 24 ortho lo yaz and ocella these pills caused me to have terrible stomach pains go through nauseous periods all throughout the day and have recurring dizziness so i finally decided to speak with my doctor about having me switch to alesse however it wasnt until i went to the pharmacy that i learned that alesse is no longer available in the us so i was given its generic aviane 

out of all of the birth controls i have tried this one has been the most tolerable for me i can eat normally without having to deal with recurring stomach upset after almost every meal and i dont have to worry about dealing with crippling stomach pains"	0	1	0	1
11188	i switched from sprintec due to breakthrough bleeding and began natazia  instantly my appetite increased and i was moody  i decided to ride it out for three monthswhat a mistake  i became depressed and crazy  just switched today and hoping this new pill goes better	0	1	0	1
4393	"i had my implanon inserted in october 2009 and had it removed today at first i was very happy felt great it healed super fast and easy the skin around it did itch a whole lot no rash just incredibly itchy skin the itching started about 2 weeks after the procedure when the original bruise went away and lasted for another 2 weeks i was thinking i was allergic to it and almost had it remover but the itching stopped just as suddenly as it started i still had my periods but they were irregular and not very heavy i did gain 8 lb not a big deal
now the reason i had it removed is i became super emotional always unhappy for no reason often tired had headaches lost sex drive and it just kept getting worse"	0	1	0	1
6417	this is my first time taking birth control due to me always bleeding being on my period whenever i bleed its never heavy but the thought of always bleeding became extremely annoying i was given the option to take birth control i decided to go ahead and try it out i started 4 days ago and have no complaints no sign of depression irritability no change in sex drive etc i am happy to say that the bleeding has stopped i am never been so happier you just dont understand so far no complaints the future is yet to come ill keep you all posted	0	1	0	1
15508	i had never taken birth control before i am 27 years old and have always suffered with severe pmdd the pmdd was ruining my quality of life it was so terrible my doctor reccomended pimtrea the first week was awful horrible bloating sick to my stomach vomiting dizzy i called my doctor three times that week and told him i could not do this he assured me the symptoms would go away sure enough the following week i only had bloating i am onto my second pack of pills and cannot believe that i for the first time since i was 13 no longer am experiencing the terrible pmdd symptoms this pill has almost totally taken away all symptoms except for a little drowsiness pimtrea has saved my life and my marriagei should have took it sooner	0	1	0	1
7555	i have had this iud for a few weeks ive always struggled with weight gain whormones i cant take estrogen on the depo i gained 30 pounds in 3 months then i tried the paragard no weight gain but excruciating pain every day for the year i had it in suspecting an allergy then i tried nexplanon thinking it was less hormones lots of people like it gained that same 30 pounds back but over 8 months instead of 3 before i discontinued i also had awful anxiety and no sex drive that said besides cramping ive had zero side effects so far with lilletta no weight gain no anxiety normal libido and for those who dont know there are several chemically different progestins maybe one works for you another doesnt do your research	0	1	0	1
6536	this birth control is amazing i was definitely skeptical about it reading all of the mixed reviews but i cannot really complain the first month i started i had a week of migraines and a strenuous and painful menstrual period  but after that week the migraines were gone and i literally had no cramps headache nausea or any menstrual signs  my period only lasted 4 days  im in the best moods ever i cannot say this medication effected my sexual desires but the medication did lighten my discharge which i am very thankful for cvs did try to switch me to the generic brand but i could not take risk literally its great	0	1	0	1
11266	i like it for me its a trade off i had very heavy cycles the first two months after my body adjusted about 4 months i went from three days of light bleeding to literally having what felt like a 3 hour period every 28 days now i have no bleeding at all this took a total of 7 months to even out the cons for me headaches cystic acne and weight gain i increased my exercise as advised by my doctor because of possible weight gain and gained 20 pounds i still go through cramps and pms and the constant headaches are a pain the pros for me the gym the gym the gym no more kids no more tampons ill keep it	0	1	0	1
2760	im 17 years old and got started on birth control because my periods were 9 days long with severe side effects i first went on the shot called depoprovera that was the worst experience of my life i was having my periods every single day the doctors told me it was normal and it would regulate after my third shot however the 4th shot came and same issues with no end in sight terrible cramps headache even vomiting when my doctor switched me over to loestrin i had instant results my period is now regulated to a 4 day cycle once a month i do have cramps as a side effect but they have gotten much better before loestrin i would curl up in a ball and cry from the severity of the cramps i would recommend this birth control to anyone	0	1	0	1
1266	"ive been on safyral since jan 2011 almost a year it was awesome at first but as time went on it slowly started to change me great if you dont have a boyfriend i say that because i have zero want or desire to be cuddly or intimate with my amazing sweet and down near perfect boyfriend of two years 

its the most frustrating of all my symptoms next are the mood swings angry one minute sad the next anxiousit never ends before this pill i always considered myself to be a quotguyquot when it came to emotions i was always just happy go lucky not with this 
emotionsscale of 1 on this stuff
pros100 clear skin all the time no weight gain
its not the worst birth control out there but just be prepared to ride a emotional roller coaster"	0	1	0	1
6241	"6 years ive been on this pill
its a great pill if you hate having a period every month but being 22 is a lot different than being 16 and my body just isnt liking the pill anymore 
main cons  heavy bleeding zero sex drive 
cons of taking the pill in the 1st to 3 years  painful sex due to vaginal dryness slight nausea if took in the morning
cons at the end amp why im stopping 46 years  hair loss just more hairs come out when i would brush it  more pee breaks breakthrough bleeding cramps amp spotting when climaxing amp spotting during vigorous workouts 
pros  never got pregnant stable mood no breakouts hair thinner on armsamplegs
i never had spotting in between packs until now or gained any weight amp im pretty sedentary"	0	1	0	1
12678	this birth control is great if your one to forget the pill like myself but ive been on it for a year and have gained at least 40 pounds im seriously thinking about removing it and getting an iud  ive always been a bigger girl weighing around 180190 but this past year ive been more active in my career than ever and ive gained 40 pounds i dont understand what else it could be besides this thing	0	1	0	1
5284	"ive had two implanons in four years with the first one i gained around 20kgs obviously not from the implanon itself but more likely as a result of a massive hormone change i had the first one for almost three years before i decided to have it removed as it caused such a profound hormone imbalance i ended up with a harmless but embarrassing discharge for the last nine months 
the second implanon i had implanted in early 2015 it started off fine one menstrual cycle every 23 months but now i am lightly bleeding for two weeks of every month with terrible hormonal acne and cramps 
this device has been a wonderful thing for me most of the time so i allow it a bit of leeway in terms of unwanted effects"	0	1	0	1
5954	i got implanon in after i had my son nov 2nd 2012 and have not really stopped bleeding since only 1 time but that is it  i have been bleeding off and on since july beside that i am gaining weight but that is not the problem the bleeding is i want to get this out i am trying to wait it out a little bit longer i didnt get pregnant again so that is a plus	0	1	0	1
5523	i have the implanon 3 years in january 2012 i had my period for 5 months after i got it in now i get them every month and a half for 2 weeks but they are not really heavy i put on 3 stone im depressed i always get moodswings i cry for nothing sometimes i have a very low sex drive and im only 20 the only reason i have kept it is because i dont have to worry about getting pregnant as when i was on the pill i always forgot to take it im thinking of getting it out but dont want to go back on the pill everyone is different though i know a girl who has the implanon and she gets no periods and never puts on weight and gets no mood swings and has a good sex drive 	0	1	0	1
17168	i am 19 in a relationship and have been on sprintec for 3 months now and this has been the only birth control pill ive tried this pill has been extremely effective when it comes to preventing pregnancies unfortunately i have had several side effects at first it started off as frequent headaches and then dizzy spells and then increase in mood swings the dizziness and headaches everything else is good the acne and the weight and stuff are normal for me but the mood swings are killer i have irrational anger and crying outburst i have started attacking my boyfriend when im angry	0	1	0	1
11150	my period would come and a week later it would happen again for two weeks i have been on mononessa for a week and my period is finally under control after years of misery	0	1	0	1
16238	after about 15 months on skyla i recently discovered that i am about 2 months pregnant	0	1	0	1
8225	i am in my last week of the 2nd pack 1st my period this month was only 3 days which was awesome ive never had a 3 day period before ever however the next week i had break through bleeding for 11 straight days the cramping was bad and i had acne like crazy i was supposed to have gotten my period yesterday and it hasnt came yet and i am never late i know im not pregnant because i couldnt have any sex since i was bleeding nearly the whole month i know i have to wait another month for everything to get normal so lets just hope and pray for better results 3rd pack will update soon	0	1	0	1
15084	i used ortho tricyclen lo for 4 years with no side effects or problems whatsoever  i loved this pill  in my 5th year however i had mono my doctors think it was never actually diagnosed which made my liver function decrease and after months of nausea fatigue abdominal pain ct scans endoscopies etc found that stopping the pill made the symptoms go away  my doctors diagnosis is that for some reason when i had mono it affected my body enough that i couldnt tolerate oral contraception anymore im really upset as i loved this pill and havent had any luck with other contraceptive methods  	0	1	0	1
2478	i had to switch to portia cuz thats my insurance quotgenericquot brand felt the quotusualquot nausea amp fatigue thought it was normal until i have been having stomach pain on my left side like if i had air more gassy low sex drive thought it was the summer heat but not that tired and back pain i feei like a fatty mc fatty feeling worse and worse each time so going to decide no longer birth control to clean my body out of toxins and if i get blessed with a baby bump then hey its meant to be  aside the fact it does help not having a baby which that is what is suppose to do obviously	0	1	0	1
2096	i had mine in for two months i got the worst acne and cramps of my life it did what it said it would do tho protect me against pregnancy i took it out still tho because the mood swings and acne were horrible i was on my period for a month and it made me v depressed	0	1	0	1
6117	ive been taking reclipsen for a year i switched to reclipsen because my other birth control was giving me spotting during the month reclipsen helped that but now i have no sex drive at all which is really annoying i get at least one horrific migraine before i start my period and im super emotional i thought all these things were just me but after reading the other reviews i realize that it might be my bc i never realized it could have these side effects im going to try to switch to another type at my next appt with my obgyn	0	1	0	1
8113	the first three months were horrible i got cyst like acne i had mood swings and i had my period for 2 to 3 weeks at a time once i got to the 4th 5th and 6th month the acne cleared the mood swings have dramatically decreased i just get teary at sappy things end of month and ive actually skipped periods my boyfriend encouraged me to stick it through and im happy i did	0	1	0	1
13672	i had issues on this medication the first few months like extremely bad headaches almost everyday horrible acne mood swings and irregular periods my migraines have lessened now however it is horrible acne that bothers me the most  it took about 6 months for my period to start being regular after being on a combo pill 9 years	0	1	0	1
5117	i at 53 i took heather for birth control for the last 3 12 yrs my doctor decided that i should not be on the pill anymore and i needed to stop taking them during the time i was on the pill i never had a period i loved it no weight gain no side effects since i have been off of them i still have no period my doctor said i probably will have gone through menopause and never had the symptoms	0	1	0	1
1458	"i gave this method a birth control a 10 because it worked too damn good
no periods no pregnancies that was the one thing it was great for however on the flip side of that it made my hormones go buck wild suicidal thoughts amp actions anxiety paranoid depression back pain for the longest  i ignored all these signs i thought i was going crazy it was inserted back in 2010 it was only good for 3 years by the 2nd year i noticed a difference in me i was very anxious irritable low patience not like me at all people didnt understand why i was tripping hell i didnt understand it myself  i told multiple people quotthere is something wrongquot i need help not realizing that the only help  i needed was for them to take this thing out"	0	1	0	1
9459	"i have been on depo for 9 months now and im pretty satisfied with it i have had no bleeding problems no weight gain or any bodily pain the only problem i have had with the shot is that i have definitely experienced mood swings i am one of the most levelheaded people i know and within the first week of being on the shot i was more emotional than ive ever been in my entire life i drove my family and boyfriend absolutely crazy i eventually got accustomed to the hormones but even now every few weeks i have days where i fly completely off the wall or just cry for hours for absolutely no reason it happens infrequently enough that taking depo is still worth it

this is definitely a quotyour mileage may varyquot birth control"	0	1	0	1
