	review	pred_polarity	test_polarity	false_positives	false_negatives
11967	i got the implant inserted 3 days ago the shot wasnt so bad actually but the insertion hurt maybe because the doctor placed it in the wrong area from where she gave me the shotin the first 30 mins i felt my vision blurry and everyday since then also the insertion area is really tender and every time i make a certain moves with my arm i feel pain in that area hopefully that goes away i cant say anything about my period yet until i get itsince i barely got it a week before the insertion	1	0	1	0
8436	well on the good side im not pregnant so yeah its efficient but it irritates me sometimes and i get my period for about a month and then it goes away for like two weeks and lasts forever im getting off of it also ive gained like 10 pounds	1	0	1	0
16451	"got skyla around 4 months ago pills made me really emotional didnt read the horror stories but knew in general what im getting myself into as everyone else i was told there will be spotting and cramps but they will stop well for some they do and for me they didnt i was able to walk home after insertion but my husband took me back to my provider after 3 hours of screaming in pain they sent me back to drink a glass of wine spent the month after either taking painkillers or drinking wine in bed because the cramps made me unable to stand or walk after 4 months im still randomly getting severe cramps that force me to lie down 

could be that i have a small cervix but im considering having my skyla removed"	1	0	1	0
9986	i was switched from loestrin 24 to this since it was discontinued and at first i was super nervous because it was chewable but i liked loestrin so i went with it the first month was okay and it was exactly like loestrin 24 with nothing different the second month i was told by my doctor that i can skip the placebo pills to not have my period and i did just that the first week after doing so was great but then i started to spot i knew it would happen but its been going on consecutively for three weeks and its into the next pack now its also caused mood swings headaches and i never get those vision blurriness here and there cramps bloating gassy all the upsetting side effects overall not good and i may switch to another bc	1	0	1	0
705	depo is a great contraceptive but side effects included weight gain for me irritability moodiness and loss in sex drive	1	0	1	0
3429	i have had the paragard for about two months now  a month before my wedding i had the paragard inserted and thought my none hormonal birth control worries were over  my goodness was i wrong  the procedure was painful i was bent over in pain for the next few days i got my period on my honeymoon i am a very active person my period is usually very light 45 days no cramps and done not with the paragard  i was on the floor of the shower in so much pain it felt like my insides were being ripped apart i had to constantly take pain meds i had to use a heating pad constantly  i bleed so much i was literally gushing blood  on top of all this i am newly married and have absolutely no sex drive  its horrible i hate the paragard	1	0	1	0
12264	ok so i decided to go on nexplanon in august of 2014 and i had read all the side effects and all of them had happened i had my period for a week and a half then about every other month i had one but it was less time each time and way less bleeding and now its almost been a whole year since i got it done and i now have no signs of a period or spotting and discharge i had asked my sister if not having a period was a bad thing and she said yes so im not sure if i should get this removed because of me not having a period all my hormones are fine everything about the birth control is amazing for me i just dont ever have a period	1	0	1	0
15917	effective form of birth control yet caused excessive abnormal bleeding during the three month cycle in which i should not have gotten my period eventually removed from medication due to abnormal uterine bleeding while taking this product	1	0	1	0
6872	i had a horrible experience i got it done last friday 61716 they never mentioned anything about it being painful and they never offered me any pain pills and there was no injection of analgesics to the cervix like ive read other people getting after the fact it literally felt like i was going to give birth it was very painful and im a tough cookie and im really upset that they had to open up my cervix to do it yes they open up your cervix i thought they just inserted it through the cervicle whole but no its only been in a day and im having really bad cramping and headaches i wish i never got it im getting it removed asap  if you do plan to do it make sure you take 800 mg ibuprofen before hand	1	0	1	0
14654	i started the patch because i had difficulty to remember to take the pill every night at first i liked it yes it shows but it was not a problem to me but however i would apply it the corners would never stick to my skin which is a problem since the active ingredient is on the whole patch plus the menstrual cramps were much stronger and my period lasted longer than usual but the last day that i changed my patch i went into the shower right after and fainted when i got back up i was so dizzy i couldnt walk straight i lied down and threw up it was like being super hangover but i barely ever drink i removed the patch and 30 minutes later i was feeling way better im going back to the pill	1	0	1	0
5035	i am a 19year white female who has been on this pill for approximately two months in beginning i couldnt tell a difference in much of anything i starting spotting which just turned into my period that lasted like normal and wasnt too heavy i havent had any cramps to date but cramps were never bad before the pill anyways acne has always been a struggle for me but the pill seems to have mellowed it out just a tad bit but here is my number one complaint with two parts lol i experience so many uti within my first month so many once i got those under control the emotions went haywire i would get very angry with people and my temper became very short this side effect has yet to wear off very annoying	1	0	1	0
11541	if you want depression worsened anxiety weight gain and moodiness which i highly doubt anyone would get it from personal experience i would highly recommend against it	1	0	1	0
5979	i got implanon in june of this year since then ive experienced weight gain depression acne outbreaks and periods that last up to 5 weeks its effective but the side effects are harsh	1	0	1	0
9033	my first shot of depo was great no mood swings or any other side affects other than some very light spotting happy with my first shot i got a 2nd but it didnt turn out as the first shot did im happy because theres no mood swings or really any mental side effects which is why i switched from the pill however i was told my period would completely go away or just be light spotting but for some reason i have now been having a normalheavy period for over a month now which concerning ive also been experiencing a lot of headaches and cramps that can get so bad theyll sometimes wake me up from dead sleep ill be going to the doctor soon to get off of this blood loss is not fun c dont think this is super common though	1	0	1	0
161	after reading other reviews i cant believe i havent switched my birth control method i have the same symptoms as follow weight gain so moody i have never been so moody increase vaginal discharge constant headache my fiance and i definitely feel the ring during intercourse on the other hand pros for the nuvaring are lighter and shorter periods choosing when i start	1	0	1	0
10511	"i had the mirena coil fitted under general anaesthetic as i was in for another procedure for weeks after having it i could barely walk i was in so much pain the pain eventually dulled to the point i could function but i always thought i could feel it stabbing me i went to my gp to have it removed after 3 horrendous years and heard the words everyone dreads when seeing a gp who has been practicing for over 30 yearsquotwell ive never seen this beforequot 

when my mirena coil was fitted instead of both threads going through the hole in my cervix one of the treads had literally been stabbed through my actual cervix and had to be cut out"	1	0	1	0
4140	"i got implanon february of 2015 
also i am 4quot11 100lbs when i got it so i was fairly tiny before but the day i got it in my arm i had bruising for a whole month didnt get a period still havent my moods vary from super bitch to quiet and tired i eat all the time but cant gain any weight in fact ive lost 10 lbs since being on it and i hate it this thing has made me moody have dry skin i have lost weight and hair besides not getting pregnant its doing its job"	1	0	1	0
128	after having skylar inserted 24 hrs ago im still experiencing cramping like i would on the first day of my period but its not going away with the heating pad i had mine inserted on the 5th day of my period but overall i dont know if id do this again i was able to get off the table and drive home however the pain made me seriously consider popping a kid out of my cervix of my other options i was done with the pill and looking at the arm implant when i was pushed towards the more regional discharge of hormones that skyla has overall just frustrated with the explanation of what to expect as there isnt a week after section on the website	1	0	1	0
10257	my doctor scheduled me to get mirena today and wanted to read the reviews ive used norplant way back in 19931998 hated it so nothing in my arms and no depo pill i tried wasnt working for what i needed since i smoke i cant use many pills hoping it works out for me ill update after its in	1	0	1	0
10427	i just got mirena placed today im amazed at how any people say it isnt painful because mine was the most excruciating thing i have ever experienced it took forever to get it placed i laid there for 25 mins in extreme pain while they fumbled around getting it in place i have a tilted uterus so its harder to get where it should be that might just be why it was so terrible for me it has been about 12 hours and i have very bad bleeding full on gushing bad cramping i feel light headed sick my heart is fluttering and racing i feel altogether terrible im starting to wonder if i made the right choice here mine was not actually implanted as a bc method my tube are already tied it is for quotirregularquot bleeding	1	0	1	0
1427	i tried nuvaring and i didnt experience many side effects and i thought it was very easy to use however i felt that it didnt stay in place for me which was extremely annoying and made me paranoid that it might not be working	1	0	1	0
