	review	pred_polarity	test_polarity	false_positives	false_negatives
5647	i have had the implant since february of this year despite the decent prevention it has hindered my sex drive greatly i have also gained weight i was never able to do that before on any type of bc i went from 163 to 189 pounds this actually bothers me  since i didnt change anything in what i do or eat if i keep gaining like this i may have it removed at the one year	1	0	1	0
10726	"reading all these positive comments is great i think mirena is not for everyone i had mine done last july 2011 first month it was fine unfortunately since then it went down hill i have my period for 20 days and then 6 of spotting so that gives me 2 days of rest i had ultrasound done to see if it was inserted properly and it is
i am 37 and have two children already i thought having mirena would be a great protection i made an appointment for next month to be removed i canu2019t deal with this
"	1	0	1	0
9423	ive been on the depo shot for 1 and a half years i love it because im not getting any periods and its not like the pill having to remember it daily however in the course of being on this shot i have gained 70 pounds im always hungry and i get very moody i also have extremely bad headaches im switching to the nuvaring because my weight gain is unbearable and my headaches are chronic	1	0	1	0
2039	i had implanon inserted in april and i was breastfeeding at the time so was having no periods  however after i stopped breastfeeding in august my period started and hasnt stopped since  its november now and i am giving it a few more weeks to see if this lets up but if it doesnt iquotm getting it out  ive also had cramping and bloating with it which i hadnt experienced in almost 20 years until now	1	0	1	0
3492	i have never stuck to one birth control before because i have always had bad experiences with side effects i am on my first month now and i feel so ill my nausea is extreme i have had a headache for weeks and im very off balance the only thing that has changed in my life is starting this birth control i am going to give it another month and see what happens	1	0	1	0
6067	this november 2015 would make a year since ive had the implanon  its been the worst i have bad sharp pain in my arm ive gained 44lbs since then i cant even carry my babies without my arm feeling numb and in pain  its been so bad that people could actually feel and see how my arm swells up	1	0	1	0
14070	i have been on nuvaring for 5 months  within a month i noticed a decrease in my sex drive and ive had vaginal dryness which makes sex painful  bad sex has effected other parts of my life	1	0	1	0
17426	i was on ortho tri cyxlen lo for 10 years and loved it and had no side effects i had to switch to tri sprintec lo 2 years ago after my insurance wouldnt cover ortho any more since switching i have gotten horrible acne and i never had acne before even as a teenager ive also become very moody and have no sex drive ive also gained between 510 pounds that i just cant get rid of after reading other reviews on this pill i was finally able to put the pieces together and realized the pill seems to be the culprit for my issues once i finish this pack im getting off of it stay away from this birth control	1	0	1	0
783	have the copper iud for about 6 months  just found out im pregnant	1	0	1	0
4670	i wanted to try this because pills just were not working for me and i decided a nonhormonal iud would be my best bet insertion was pretty painful and i had to rest for around 15 minutes before i could actually stand up and walk i have had it for 3 months now and i am a person that will try something for as long as possible before i have had enough lower back pain painful cramps period that lasts 2 weeks where i bleed through super tampons in two hours and spotting for the other 2 weeks crouching down for longer then 30 seconds as well as sitting on hard chairs means having painful cramps for the day for this much pain not worth it does prevent pregnancy though	1	0	1	0
13726	im always tired and moody i always feel sad and get angry and rageful very easily im emotional and i no longer feel the desire to do the things i used to enjoy waking up is a task every morning my job has become more difficult and i feel like ive lost all my motivation i cant wait too be off the nuvaring im hoping i can go on an iud or something better i havent gained any weight and ive been on it for two years but the side effects just arent worth it my husband and i seem to argue more and more my breasts hurt all the time i feel nauseous and sick constantly and the smells of certain food make me sick i might as well be pregnant	1	0	1	0
15065	i have been on birth control for three years and due to weight gain i changed from depo to ortho and its the worse yetmy period is very heavy and the headaches and nausea are unbearablei have come to the conclusion that i am just going to stop birth control completely	1	0	1	0
5211	since getting the implant in i had a few longer periods and now i havent gotten it for a couple months that has been the only advantage so far for me i was always skinny then gained 30  pounds from this being in my 20s i was horrified i have to get all new clothes because of mine not fitting and i was so embarrassed to even go out ive also never had acne before and now ive been having major breakouts constantly i also have no sex drive anymore i have no energy and i have been very depressed which has never happened to me before i am now getting this removed after 5 months of having it overall i would not recommend this option but of course this doesnt happen to everyone	1	0	1	0
7923	this is the only birth control ive ever been on so i dont have a point of comparison but i dont think its helpful at all i started it because i was having periods every two weeks for about 2 months im in my third month of taking it and not only do i still randomly get my period in the middle of the month but if i am so much as 5 minutes early or late taking the pill in the morning ill get my period again i already had depression and it made it so much worse than it already was that i had to go back into therapy acne is no better or worse i guess the only thing it did right was that it sort of made my cramps better and then not to mention the fact that even after insurance its still 50 which i cant afford every month	1	0	1	0
9729	the pill was great until i started having side effects im 32 years old amp took the pill for about two years it regulated my periods like clock work to the point i could plan vacations around it no nausea amp skin was clear if u skip the placebo pills you wont get a period at all however the weight gain constant yeast infections every couple months amp cravings like a crazy pregnant woman was insane so i stopped skipping the placebo pills amp talking the pack strickly as directed purposely watching was i was eating amp stepping my time up in the gym amp was still seeing the weight gain amp cravings eating healthy only made me feel as if wasnt eating enough not to mention the gas amp bloating was ridiculous my sex drive was incredible	1	0	1	0
2569	i have been on apri for a year and was recently put on another then forced back do to a recall i was so sad to be put back on apri while off for 2 months my weight had gone down and sex drive went back to normal and i head energy again now back on for not even a month and everything is getting messed up again its not the pills fault but you may notice weight gain feel sluggish and a lower sex drive if your body reacts to this the same way i do  its time to figure out something else my body and relationship cant go thu this again	1	0	1	0
9931	i took this for over 3 yrs age 17 to almost 21 and wish id read reviews and realized what was happening to me sooner ive always been a nervous person but my anxiety went through the roof on this pill however i blamed the anxiety on getting older and maybe the stress of school in hindsight it was definitely the pill i changed from a happy easygoing person to an emotional monster i became easily infuriated and even hit my boyfriend out of rage something i would never normally do i gained weight had acne and became unbelievably moody stopping this pill was the best decision and i only wish id never started my advice is to not take this pill but if you choose to be aware of how your body is reacting i wish i had sooner	1	0	1	0
17139	i started taking sprintec almost 3 months ago the first week i took the active pills i was am fine no spotting but for the 2nd and 3rd weeks i am spottingbleeding until the inactive pills i dont know if i can stand continuing to take it	1	0	1	0
2856	at first i loved this birth control i used to have a heavy period with loads of cramps then i got on this and had no cramps and very little bleeding the only downfall of this was after a week or two on it my breakouts became very bad i have really sensitive skin so this could be because of that but also ive read other reviews and acne was a side effect of this specific type	1	0	1	0
17152	been on 3 different types of birth control this past year giving each one 3 months to adjust to my body  this one has been the worst yet instead of my periods getting lighter they now last 7  days with severe cramps for the first couple of days  the third month my breasts inflated and were so painful  i literally couldnt wear a bra with an underwire  this past month i also began feeling nauseous faint constipated exhaustedyet cant sleep and just started experiencing some blood in my discharge  i still have 1 more week of the pill before the inactive pills 	1	0	1	0
1837	im 19 and ive been on aviane for 8 days now i switched from diane 35 i never experienced side effects while on my old pill but i had to change pills because the other one has more estrogen and is also for acne which i dont have much of anymore since being on aviane ive been having cramps very often ive been feeling nauseous and yesterday i vomited i also felt very tired for a few days even though i had slept over 10 hours the previous nights on the plus side it hasnt affected my skin and my sex drive is normal ill see how i feel by the end of the month	1	0	1	0
12715	i have been on nexplanon for about 5 months now and i like it as far a proctection from getting pregnant but not as far as the hormone changes i get very bad mood swings i also get depressed sometimes the worst part is i get very bad acne i have never had this issue and now one side of my face looks very ugly they may want to chnge the hormone effects with this considering acne problems it has also started acne on my back as well my boyfriend hates it and so do i	1	0	1	0
17998	"pros predictable periods clear skin 

cons 20lb weight gain increased anxiety worsened depression very irritable exhausted insomnia and heavy long periods"	1	0	1	0
4406	i suffered a stroke due to this damn medicine	1	0	1	0
14148	"pros didnt get pregnant regular periods no cramping no weight loss
cons no libido at all heavy periods on the first two days

i have been on the pill the shot and nuvaring i would love this birth control if it werent for the absence of libido on it if you only want it regulate your period i would suggest it"	1	0	1	0
1614	i got my nexplanon insert in december 2015 5 months later and i wish i did not get it i have crazy moods swings and get depressed for no reason i have gained almost 10 pounds and workout 34 times a week although this form of contraceptive does its job of not getting you pregnant i wish i researched more about the side effects when i first got nexplanon i spotted for 2 months and after that i havent had a period since the end of february i do not recommend getting this insert	1	0	1	0
2201	i gained 6 lbs on this pill in one month it was a last ditch effort at the bc pill for me i have tried many others with many issues my acne i get on my chin is ok hasnt gotten better or worse no nausea or stomach pains i have had some issues with constipation on this pill also i have been having issues sleeping on this pill hey im not pregnant though	1	0	1	0
12220	i first got the implant when it was called implanon from 022012022015 that experience was great hardly any periods did gain weight but i didnt really care because i have horrible long painful periods anyway i got in replaced and my obgyn told me that nexplanon was the new name and quota little differentquot  my periods came back and with a vengeance i have constant weeks of excruciating cramping with maybe 2 day breaks in between it drives my boyfriend insane of course im debating on taking it out but it has kept me from getting pregnant literally the only perk	1	0	1	0
5528	the first 4 months was putting on weight and mood swings which i did not enjoy i love not having to use a condom but the implant has loads of side effects and the most annoying one is all along on a period i think thats the reason you dont get pregnant with the implant	1	0	1	0
6216	i was on implanon for exactly one year before i got it removed i did not like this birthcontrol as i had horrible sideeffects i chose this birth control because the only birth control ive been on was depo the shot which i got every three months so i thought three years thats great however after about 6 months i felt as though i was losing weight i had what felt like constant spotting so my menstruation  never stopped it felt like and my libido was in overdrive so the doctor said one year to the day i got it took out and went back on the shot where ill stay	1	0	1	0
137	after i started taking junel i got my period and ive had it for over 2 weeks its pretty heavy and i have bad cramps hopefully it will go away or i am going to discontinue it	1	0	1	0
13475	first this pill kind of freaks me out with the whole quothave to take it within the hour at the sametime everydayquot i also deal with no period of a week period of 3 days no period for 4 days then period of another 2 dayson and on and on i have been on it for three months and thinking that this might not be the pill for me it has given me some anxiety and increased my mood swings i do have breast tenderness at times probably not the pill for me but i was put on it since other birth control pills give me a headache and so far this pill has never given me a headache so at least that has worked	1	0	1	0
18267	first pill i tried it didnt really give me noticeable side effects but not many benefits besides no pregnancy it didnt decrease cramps by much i still got wicked headaches that would make me nauseous and it decreased my sex drive over all when i stopped taking it i felt like i had come out of a fog as if the pill had been dulling senses beyond just my sex drive happier to be on sprintec now	1	0	1	0
11976	spotting for two weeks then period for a week followed by a couple days spotting then two weeks later it starts all over again i was told to wait six months before i have it taken out they told me my period could go away completely my body just has to get used to it my sex life is suffering 	1	0	1	0
9073	i was on the depo for two years and was awesome for the first 6 months i seriously thought i was in heaven i still had periods but had absolutely no cramps at all which is saying a lot since i had horrible pains before and the bleeding was light i started the depo because i couldnt remember the pill things were going well and then i started a period that lasted for a year i would have stayed on the depo regardless of the bleeding but it was the horrible mood swings that made me stop using it i was seriously a miserable person though this was my experience it could be different for others my body never reacts the way it should really the only way to know is to try it yourself	1	0	1	0
2585	horrible pill went on it after getting my iud taken out it was giving me a period every time my husband and i had sex and the doctor told me it would help me gain an appetite instead in the past 35 months ive gotten sick 5 times had one missed period and the worst period of my life after as a quotcatch upquot one i cant take the tiredness heavy body and constant upset tummy any more	1	0	1	0
5516	i have had implanon for just over a year although its a great bc i have had no weight gain or mood swings which i like but i do not stop bleeding its so irregular i still have no pattern i am currently stuck in a 2 week period and starting to get bad cramping when i first got it i had a 3 week period it seemed to be fine and then its just changed again also my skin has turned into a teen in puberty 	1	0	1	0
12571	i got my implant march of 2015 and had no bruising at all i had no period until the middle of may and ever since if it actually stops i get a max of 4 days before i bleed again not heavy but annoying and getting expensive with less sex than ever the point of this was that i wouldnt have to remember a pill every day but now i have to worry even more im getting married next month i do not want to take tampons on my honeymoon id hoped my body would adjust between marchoctober but at this rate it might even out to one period a month by the time it needs to be replaced ive also gained 15 pounds and the face cream ive been using for 4 years doesnt work anymore probably going to call them in the morning and go back on the pill	1	0	1	0
13847	"i tried writing my story but that was too many characters so heres the pros and cons pros a lot less hassle than a pill free with insurance very predictable periods about 3 days after i would take the ring out
cons it felt like it was slipping out all the time after a couple monthswhich it was my boyfriend could feel it during sex and the biggest con the reason i stopped using it depression i know that it was due to the pill because there were no other factors that would make me feel the way i did"	1	0	1	0
14937	so far its worked for me notice darker urine since i started the pill	1	0	1	0
5743	ive been on microgestin fe 120 now for a little over 2 years i havent gotten my period since i started taking it my doctors dont know why but dont seem to be too alarmed i noticed i am emotional and i have the urge to cry about the silliest of things i dont think it has made me gain weight if so no more than 5 pounds 	1	0	1	0
2074	i had it put in place in january of 2008 and i love the way i dont have to remember to take the pill  the procedure was painless just dont look while its inserted  i have had horrible periods since though which is the only fall back but a big one  i have periods for 3 weeks now and its completely unexpected periods where before when i was on the pill i was regular  now i have to decide whether the long periods are worth it to keep it in place	1	0	1	0
862	horrible form of birth control convenient yes but bled continuously while i was on it gave me severe depression when i have never had any depression before gained weight steadily with no change in diet so depo is cause after 3 doses and no improvement in side effects i stopped this nightmare	1	0	1	0
2266	it did not help with pms or acne but i had no weight gain	1	0	1	0
3710	i took ortho tri cyclen lo for 10 years age 2031 and it worked wonderfully for me light periods helped with acne and no weight gain my insurance recently forced me to switch to the new generic the pharmacist assured me it was the same thing but ive had a terrible experience during the two months that ive taken it the migraines i got during my period were nothing short of debilitating ive also gained 5 pounds i hesitate to blame birth control for weight gain but ive never gained weight like this before staying with the brand name would cost me 150 a month the generic is free unfortunately it seems you get what you pay for 	1	0	1	0
11967	i got the implant inserted 3 days ago the shot wasnt so bad actually but the insertion hurt maybe because the doctor placed it in the wrong area from where she gave me the shotin the first 30 mins i felt my vision blurry and everyday since then also the insertion area is really tender and every time i make a certain moves with my arm i feel pain in that area hopefully that goes away i cant say anything about my period yet until i get itsince i barely got it a week before the insertion	1	0	1	0
9986	i was switched from loestrin 24 to this since it was discontinued and at first i was super nervous because it was chewable but i liked loestrin so i went with it the first month was okay and it was exactly like loestrin 24 with nothing different the second month i was told by my doctor that i can skip the placebo pills to not have my period and i did just that the first week after doing so was great but then i started to spot i knew it would happen but its been going on consecutively for three weeks and its into the next pack now its also caused mood swings headaches and i never get those vision blurriness here and there cramps bloating gassy all the upsetting side effects overall not good and i may switch to another bc	1	0	1	0
8557	this birth control was advised to me strictly to help the awful symptoms of my menstrual cycle stomach aches heavy bleeding etc6 and loestrin ended up taking my period away for over a year this although it seems amazing did not seem healthy to me at all i also lost a ton of hair the first month or so of going on it my hair is still not healthy as it was before barely grows a lot drier i currently am off of it and it took me almost 4 months to finally get my period back again now that the symptoms are back in full swing i am wishing i never went off of it obviously but i am definitely afraid of going back on it and losing my hair all over again so it looks like i am toughing out the symptoms with the rest of the female race	1	0	1	0
9279	i got my first depo shot about a week ago i went right from the pill to the shot this shot is ruining my life right now i am constantly nauseas i have chronic fatigue and i have constant head aches i also cant stop eating and feel hungry even after a big meal i am praying that these side effects deminish bc it is making my social life professional life and personal relationships very rough	1	0	1	0
12264	ok so i decided to go on nexplanon in august of 2014 and i had read all the side effects and all of them had happened i had my period for a week and a half then about every other month i had one but it was less time each time and way less bleeding and now its almost been a whole year since i got it done and i now have no signs of a period or spotting and discharge i had asked my sister if not having a period was a bad thing and she said yes so im not sure if i should get this removed because of me not having a period all my hormones are fine everything about the birth control is amazing for me i just dont ever have a period	1	0	1	0
6872	i had a horrible experience i got it done last friday 61716 they never mentioned anything about it being painful and they never offered me any pain pills and there was no injection of analgesics to the cervix like ive read other people getting after the fact it literally felt like i was going to give birth it was very painful and im a tough cookie and im really upset that they had to open up my cervix to do it yes they open up your cervix i thought they just inserted it through the cervicle whole but no its only been in a day and im having really bad cramping and headaches i wish i never got it im getting it removed asap  if you do plan to do it make sure you take 800 mg ibuprofen before hand	1	0	1	0
14654	i started the patch because i had difficulty to remember to take the pill every night at first i liked it yes it shows but it was not a problem to me but however i would apply it the corners would never stick to my skin which is a problem since the active ingredient is on the whole patch plus the menstrual cramps were much stronger and my period lasted longer than usual but the last day that i changed my patch i went into the shower right after and fainted when i got back up i was so dizzy i couldnt walk straight i lied down and threw up it was like being super hangover but i barely ever drink i removed the patch and 30 minutes later i was feeling way better im going back to the pill	1	0	1	0
