	review	pred_polarity	test_polarity	false_positives	false_negatives
7842	"why i am taking this mediciine hormone regulation painful periods painful ovulation i do have fibroids but i will consider removing them if they are still a problem after menopause  i am 45 years old single mother work full time eat healthy workout 3 to 4 days a week  no weight gain or sore breasts i have been reading about on here 


pros i think this bc is great pain is gone periods are lighter i have used the patch and other pills before


cons  i had some slight nausea take this with food at breakfast or lunch and take it within a consistent time of day everyday  be sure to drink your water all day and eat healthy wellbalanced meals

did it work for me  yes i do not have pain anymore periods very light"	0	1	0	1
7427	ive had the iud for about 5 months for the first month i bled constantly with heavy clots terrible cramps and tender breasts things started to improve around the second month with only light bleeding and now i have random spotting or a period that lasts a few days i initially had acne but read about black african soap which in conjunction with tea tree oil after showering has eliminated it i have pcos and already had hair growth on my chin its a lot worse with the iud in place and im going to electrolysis to eliminate it that is my biggest complaint no weight gain but i did experience bloating and ive always gained on bc westrogen once my husband felt it but my doc snipped the strings and its not been a problem since	0	1	0	1
14117	the nuvaring has been ok for me with the exception of making me feel like i have an uti on and off it has dramatically increased vaginal discharged and causes some itchiness i think this is what leads to the bladder irritation that feels like a uti ive also gotten some headaches and noticed some bloating around my abdomen all in all i am probably going off of the ring im scared of any birth control at this point they all have side effects	0	1	0	1
10610	"i have had this iud for about 9 months and i want to give it a good review but i cant at first i absolutely loved it i have always had really painful periods and within the first 2 months my period basically stopped ive only had 2 very light ones since i havent had any pain from it no changes to my sex drive and i dont have to think about it
but
after i had my son i was 10lbs less than my prepreg weight but after i had the mirena put in i gained those 10lbs back and have been battling to keep it at just 10 on top of that ive had acne like never before in my life and have recurring yeast infections which i almost never got before
it took me a while to put it all together but ive decided that i need to get it out"	0	1	0	1
3185	i have been using xulane for about 2 to 3 months maybe longer i have not gotten pregnant though my boyfriend is fixed next went back into get checked so there is a slim chance i used the nuva ring before i liked it to a point uncomfortable to me and my boyfriend so i switched to the patch at first it was fine then after a month or less of using it i noticed intense mood swings like bi polar mood swings wanting go off on people for stupid little things being straight up mean to my man and not caring then feel terrible after i have no energy at all always tired i hate myself like this its not me im going to stop this birth control i hate these bad mood swings	0	1	0	1
8497	im into my second pack and am not pregnant which is good but im very nauseous queasy dizzy and lightheaded  also im experiencing anxiety and nervousness  i think if these symptoms continue after pack 3 ill need to switch	0	1	0	1
508	every womans experience with insertion is different i was not expecting much pain since i am used to severe cramping and i read others reviews but getting it inserted was the worst pain of my life i screamed in the drs officeand it felt unbearable like fire  shards of glass twisted inside i was shaken up for days after cramps and low energy for 15 weeks after insertion 2 week long periods 3 days preliletta cramps on and off for 2 months after insertion despite these side effects glad i got the liletta morning after pills were hard on my system when i forgot my birth control pills and getting my pills became difficult and expensive because of my insurance liletta  insertion was free for me which makes this a win	0	1	0	1
16842	i am on my second pack of sprintec i like it because it has prevented pregnancy and i barely have any period cramps my breasts have also increased in size the downsides are vaginal dryness which causes a problem and i am extremely hungry about an hour after i take it	0	1	0	1
7126	my period would come and a week later it would happen again for two weeks i have been on mononessa for a week and my period is finally under control after years of misery	0	1	0	1
2973	i have been on trinessa for a little over a year and since i am not pregnant i would say its doing its job the cramps that i used to have sent me home sick and my period lasted 15 days once however when i first started on the pill i would get this strange really subtle nausea its subtleness almost made me feels worse but that went away	0	1	0	1
1668	"i used aubra for two functions as a contraceptive and as a way to reduce acne i would call it a positive experience since its main function was to reduce risk of pregnancy and i did not become pregnant while using it 
however there are side effects as with any oral contraceptive different pills use different kinds of synthetic hormones each of which may or may not have a different effect on the users skin
aubra is partly comprised of levonorgestrel which is one of the most androgenic acne causing synthetic hormones used in oral contraceptives 
i have been continually breaking out in cystic acne since i started aubra half a year ago i am currently in the process of switching to ortho tricyclen lower androgenicity"	0	1	0	1
4213	"i started paragard about three months after giving birth to my second child  i had it removed 14 months later  pros 1 i didnt have to remember to take it  2 didnt change my mood or weight 3 comforting that there werent any unnecessary hormones in my body 4 it was effective in preventing pregnancy  cons 1 my periods lasted for three weeks on average sometimes a little less sometimes a little more  i was told it will get back to normal give it a few months after it didnt they refused to believe it was the iud because it was coppernonhormonal  2 less sex with my husband because of the heaviness and length of my periods
  i had it removed and my periods were almost instantly back to normal 35 days"	0	1	0	1
4389	i started using the nuvaring just yesterday and i have already noticed a dramatic change in my moods i quickly go from happy to sad to mad i felt like i was insane several hours after insertion hopefully i can get over the mood swings because other than that i believe the nuvaring was the best choice for me it doesnt hurt at all its easy to use and my partner said he felt it during sex but not enough to distract or bother him	0	1	0	1
5802	"ive been on safyral since jan 2011 almost a year it was awesome at first but as time went on it slowly started to change me great if you dont have a boyfriend i say that because i have zero want or desire to be cuddly or intimate with my amazing sweet and down near perfect boyfriend of two years 

its the most frustrating of all my symptoms next are the mood swings angry one minute sad the next anxiousit never ends before this pill i always considered myself to be a quotguyquot when it came to emotions i was always just happy go lucky not with this 
emotionsscale of 1 on this stuff
pros100 clear skin all the time no weight gain
its not the worst birth control out there but just be prepared to ride a emotional roller coaster"	0	1	0	1
3222	i am 24 and recently sought out a birth control pill because i will be getting married in march i was put on loestrin24 back in december 09 thankfully i did not read all of the scary internet blogs until afterwards or i probably wouldnt have tried it i have not had mood swings in fact i feel i am a less moodier person now it is easy to keep up with and seeing that i am a first time bc user fell in love with knowing when my menstrual cycle would occur the only negative side effects that have occurred since taking the pill i gained 10 pounds the first two weeks of taking this pill ive had a hard time shedding those pounds but at least it has not increased as of yet secondly my boobs hurt like crazy i can hardly touch them they are so sore	0	1	0	1
17031	ive now been taking these pills for almost a full 4 weeks still working 100 aka still no baby growing inside me still no side effects love them and so cheap perfect	0	1	0	1
11091	within few days of taking the pill my acne cleared up  on the other hand i have gained 4 pounds out of nowhere  feel bloated nauseated  is a shame that side effects are so undesirable since it does work for my acne	0	1	0	1
16550	i got skyla inserted about two and a half months ago the insertion process was intense the pain was a lot and i have a high pain tolerance once i got up i almost passed out and the doctor had me sit for a while the cramping pain was immediate that night i did not sleep the cramps were so bad i was crying and contemplating having my boyfriend take me to the hospital the cramps stayed around for about another 7 day with them decreasing around the 4th day i was bleeding for about two weeks then it stopped a couple days and started back i never know if it is my period or just my random bleeding i am trying to stick with it but i think i will have it removed soon	0	1	0	1
1224	i at 53 i took heather for birth control for the last 3 12 yrs my doctor decided that i should not be on the pill anymore and i needed to stop taking them during the time i was on the pill i never had a period i loved it no weight gain no side effects since i have been off of them i still have no period my doctor said i probably will have gone through menopause and never had the symptoms	0	1	0	1
2805	after significant weight gain on depo and the implant i told my doctor how im sensitive to hormones more specifically  progesterone so this pill is considered low dose and is a mixture of progesterone and estrogen i decided tried it love the perks of clear skin and 15 pounds down in 5 months cons nausea after placebo week dark inner thighs mild depression and random head aches although i cant say there is a direct correlation between depression head aches and the pill open to try extra low dose and see how it works for me positives out weight negatives at this point	0	1	0	1
17435	i started taking this pill when i was 16 i am now 20 the pill started out fine and i loved it for the past 3 years but this last year is different starting the pill it cleared my acne up very well i only gained maybe 10lbs at most but thats as well as growing up and fitting into my body the pill has worked great for birthcontrol it has made me have a regular light 34 day period every month rarely any cramps too but this past year i have been noticing a few different side effects my cramping is getting worse with each period i started spotting more monthly and during my period i get severe migranes stopping the pill for a month to see if my headaches get better	0	1	0	1
6237	this medication demolished my libido  two weeks after stopping it my libido is back to normal now	0	1	0	1
7885	i have been taking this for 3 weeks now and have had a light period the whole time everyone else is saying the opposite so im wondering why my results are different maybe i just need to give it more time for my body to get use to it	0	1	0	1
7354	previously i had an iud mirena after 3 years all the sudden that caused me to start having terrible headaches and a lump in my breast which went away i waited 3 months to get my body back to normal before starting sprintec it works well at prevention no more headaches  my boobs have been sore and have grown almost a full cup size in just 2 months it has increased my appetite im very skinny always been about 100 lbs i have gained 4 lbs in 2 months this never happens i do not fluctuate in weight i havent decided if i like it yet im happy with my weight but im a little worried if the increased appetite keeps up if it will taper off soon or continue	0	1	0	1
1489	"i tried this pill after having been on so many others i had been prescribed femcon fe loestrin 24 ortho lo yaz and ocella these pills caused me to have terrible stomach pains go through nauseous periods all throughout the day and have recurring dizziness so i finally decided to speak with my doctor about having me switch to alesse however it wasnt until i went to the pharmacy that i learned that alesse is no longer available in the us so i was given its generic aviane 

out of all of the birth controls i have tried this one has been the most tolerable for me i can eat normally without having to deal with recurring stomach upset after almost every meal and i dont have to worry about dealing with crippling stomach pains"	0	1	0	1
11188	i switched from sprintec due to breakthrough bleeding and began natazia  instantly my appetite increased and i was moody  i decided to ride it out for three monthswhat a mistake  i became depressed and crazy  just switched today and hoping this new pill goes better	0	1	0	1
5973	ive been on this particular birth control for a little over a year now ive been on loestrin 24 fe and lo loestrin 24 fe its helped more than loestrin itself did i havent had bad acne no weight gain whatsoever its extremely hard for me so weight gain is welcomed for me no crazy mood swings no nausea cramps havent been the greatest but they are better than they used to be on the other birth controls	0	1	0	1
15508	i had never taken birth control before i am 27 years old and have always suffered with severe pmdd the pmdd was ruining my quality of life it was so terrible my doctor reccomended pimtrea the first week was awful horrible bloating sick to my stomach vomiting dizzy i called my doctor three times that week and told him i could not do this he assured me the symptoms would go away sure enough the following week i only had bloating i am onto my second pack of pills and cannot believe that i for the first time since i was 13 no longer am experiencing the terrible pmdd symptoms this pill has almost totally taken away all symptoms except for a little drowsiness pimtrea has saved my life and my marriagei should have took it sooner	0	1	0	1
7555	i have had this iud for a few weeks ive always struggled with weight gain whormones i cant take estrogen on the depo i gained 30 pounds in 3 months then i tried the paragard no weight gain but excruciating pain every day for the year i had it in suspecting an allergy then i tried nexplanon thinking it was less hormones lots of people like it gained that same 30 pounds back but over 8 months instead of 3 before i discontinued i also had awful anxiety and no sex drive that said besides cramping ive had zero side effects so far with lilletta no weight gain no anxiety normal libido and for those who dont know there are several chemically different progestins maybe one works for you another doesnt do your research	0	1	0	1
6536	this birth control is amazing i was definitely skeptical about it reading all of the mixed reviews but i cannot really complain the first month i started i had a week of migraines and a strenuous and painful menstrual period  but after that week the migraines were gone and i literally had no cramps headache nausea or any menstrual signs  my period only lasted 4 days  im in the best moods ever i cannot say this medication effected my sexual desires but the medication did lighten my discharge which i am very thankful for cvs did try to switch me to the generic brand but i could not take risk literally its great	0	1	0	1
10574	im 25 years oldand i have always had painful heavy periods for as long as i can remember and after i had my first child csection  my hormones were so messed up i was hemorrhaging and ended up in the hospital i tried every kind of birth control you can think of mirena was my last choice since they wouldnt give me a hysterectomy because of my age the procedure was the most painful experience i guess since i havent had intercourse in over a year and didnt have a vaginal birth my cervix has never been dilated after 4 times trying to put the mirena in it was in first day was absolutely terrible but after that it was okay light spotting occasionally would recommend this to women who have had a vaginal birth	0	1	0	1
1266	"ive been on safyral since jan 2011 almost a year it was awesome at first but as time went on it slowly started to change me great if you dont have a boyfriend i say that because i have zero want or desire to be cuddly or intimate with my amazing sweet and down near perfect boyfriend of two years 

its the most frustrating of all my symptoms next are the mood swings angry one minute sad the next anxiousit never ends before this pill i always considered myself to be a quotguyquot when it came to emotions i was always just happy go lucky not with this 
emotionsscale of 1 on this stuff
pros100 clear skin all the time no weight gain
its not the worst birth control out there but just be prepared to ride a emotional roller coaster"	0	1	0	1
6241	"6 years ive been on this pill
its a great pill if you hate having a period every month but being 22 is a lot different than being 16 and my body just isnt liking the pill anymore 
main cons  heavy bleeding zero sex drive 
cons of taking the pill in the 1st to 3 years  painful sex due to vaginal dryness slight nausea if took in the morning
cons at the end amp why im stopping 46 years  hair loss just more hairs come out when i would brush it  more pee breaks breakthrough bleeding cramps amp spotting when climaxing amp spotting during vigorous workouts 
pros  never got pregnant stable mood no breakouts hair thinner on armsamplegs
i never had spotting in between packs until now or gained any weight amp im pretty sedentary"	0	1	0	1
12678	this birth control is great if your one to forget the pill like myself but ive been on it for a year and have gained at least 40 pounds im seriously thinking about removing it and getting an iud  ive always been a bigger girl weighing around 180190 but this past year ive been more active in my career than ever and ive gained 40 pounds i dont understand what else it could be besides this thing	0	1	0	1
5284	"ive had two implanons in four years with the first one i gained around 20kgs obviously not from the implanon itself but more likely as a result of a massive hormone change i had the first one for almost three years before i decided to have it removed as it caused such a profound hormone imbalance i ended up with a harmless but embarrassing discharge for the last nine months 
the second implanon i had implanted in early 2015 it started off fine one menstrual cycle every 23 months but now i am lightly bleeding for two weeks of every month with terrible hormonal acne and cramps 
this device has been a wonderful thing for me most of the time so i allow it a bit of leeway in terms of unwanted effects"	0	1	0	1
5954	i got implanon in after i had my son nov 2nd 2012 and have not really stopped bleeding since only 1 time but that is it  i have been bleeding off and on since july beside that i am gaining weight but that is not the problem the bleeding is i want to get this out i am trying to wait it out a little bit longer i didnt get pregnant again so that is a plus	0	1	0	1
5523	i have the implanon 3 years in january 2012 i had my period for 5 months after i got it in now i get them every month and a half for 2 weeks but they are not really heavy i put on 3 stone im depressed i always get moodswings i cry for nothing sometimes i have a very low sex drive and im only 20 the only reason i have kept it is because i dont have to worry about getting pregnant as when i was on the pill i always forgot to take it im thinking of getting it out but dont want to go back on the pill everyone is different though i know a girl who has the implanon and she gets no periods and never puts on weight and gets no mood swings and has a good sex drive 	0	1	0	1
11150	my period would come and a week later it would happen again for two weeks i have been on mononessa for a week and my period is finally under control after years of misery	0	1	0	1
13837	i started using nuvaring a month ago im normally very dull when it comes to sex since giving birth to my son nuvaring changed that im always wanting sex now my husband loves it no breakouts and we dont feel it during sex and i can just live a regular life i dont see any weight gain but i believe its too early to know my only side effect i dislike is the nausea	0	1	0	1
16238	after about 15 months on skyla i recently discovered that i am about 2 months pregnant	0	1	0	1
8225	i am in my last week of the 2nd pack 1st my period this month was only 3 days which was awesome ive never had a 3 day period before ever however the next week i had break through bleeding for 11 straight days the cramping was bad and i had acne like crazy i was supposed to have gotten my period yesterday and it hasnt came yet and i am never late i know im not pregnant because i couldnt have any sex since i was bleeding nearly the whole month i know i have to wait another month for everything to get normal so lets just hope and pray for better results 3rd pack will update soon	0	1	0	1
15084	i used ortho tricyclen lo for 4 years with no side effects or problems whatsoever  i loved this pill  in my 5th year however i had mono my doctors think it was never actually diagnosed which made my liver function decrease and after months of nausea fatigue abdominal pain ct scans endoscopies etc found that stopping the pill made the symptoms go away  my doctors diagnosis is that for some reason when i had mono it affected my body enough that i couldnt tolerate oral contraception anymore im really upset as i loved this pill and havent had any luck with other contraceptive methods  	0	1	0	1
2478	i had to switch to portia cuz thats my insurance quotgenericquot brand felt the quotusualquot nausea amp fatigue thought it was normal until i have been having stomach pain on my left side like if i had air more gassy low sex drive thought it was the summer heat but not that tired and back pain i feei like a fatty mc fatty feeling worse and worse each time so going to decide no longer birth control to clean my body out of toxins and if i get blessed with a baby bump then hey its meant to be  aside the fact it does help not having a baby which that is what is suppose to do obviously	0	1	0	1
2153	im on week 3 of the lupin bc pills i dont have much experience with it yet but i can tell before i started it i was positive i was having symptoms of pmdd and extreme rages before my period once starting this pill ive felt more calm ive been spotting for about a week which i am told is normal havent been feeling nauseous no acne or appetite changes i do feel like my sex drive has decreased and ive been feeling unusually tired and unmotivated this past week its helping me with my hormonal balances though so i feel i can deal with the tired side effect will update my experience once ive been taking it longer	0	1	0	1
1227	i had been taking microgestin fe 1530 for 2 years until it started giving me bad cramping and breakthrough bleeding on the active pills i think my body was starting to reject it or the dosage just wasnt high enough anymore then my doctor suggested to try safyral and gave me 2 free samples i just finished my first month and it wasnt too bad the worst side effect i had was nausea my breasts felt fuller but they went back to their normal size after my period my period was lighter and the cramping wasnt that bad i didnt gain any weight or feel bloated i will have to see how this next month isi plan on staying on this pill	0	1	0	1
8113	the first three months were horrible i got cyst like acne i had mood swings and i had my period for 2 to 3 weeks at a time once i got to the 4th 5th and 6th month the acne cleared the mood swings have dramatically decreased i just get teary at sappy things end of month and ive actually skipped periods my boyfriend encouraged me to stick it through and im happy i did	0	1	0	1
8345	"ive been on loestrin 24 fe for about 3 years when i first started taking it in was absolutely convinced that i was pregnant i had more pregnancy symptoms than my actual three prior pregnancies luckily that experience faded after the first month and now loestrin is just part of my morning coffee and has very little effect on me except that i find my pms symptoms are wicked pros very light periods but just enough to reassure you 
cons lower sex drive costly if not covered by insurance"	0	1	0	1
5117	i at 53 i took heather for birth control for the last 3 12 yrs my doctor decided that i should not be on the pill anymore and i needed to stop taking them during the time i was on the pill i never had a period i loved it no weight gain no side effects since i have been off of them i still have no period my doctor said i probably will have gone through menopause and never had the symptoms	0	1	0	1
9459	"i have been on depo for 9 months now and im pretty satisfied with it i have had no bleeding problems no weight gain or any bodily pain the only problem i have had with the shot is that i have definitely experienced mood swings i am one of the most levelheaded people i know and within the first week of being on the shot i was more emotional than ive ever been in my entire life i drove my family and boyfriend absolutely crazy i eventually got accustomed to the hormones but even now every few weeks i have days where i fly completely off the wall or just cry for hours for absolutely no reason it happens infrequently enough that taking depo is still worth it

this is definitely a quotyour mileage may varyquot birth control"	0	1	0	1
11044	"i would not recommend for anyone what the doctors fail to mention is the constant pain and discomfort they will also make excuses when asked to have it removed telling you to wait 
after 5 years of pain no sex life as the cramping is not worth it finally i was granted my wish to have it removed unfortunately it was surgically as it had went into my uterine wall the doctors fail to mention this product can ruin lives as im not sure if i can have children threads were still visible and had regular checks too 
3 days it has been gone and my headaces cramps pain down my leg gone with it
yes it stops pregnancy but at the cost of it being potentally permanent and also the lack of sex drive
my advice please avoid"	0	1	0	1
3473	i have been on trinessa for a little over a year and since i am not pregnant i would say its doing its job the cramps that i used to have sent me home sick and my period lasted 15 days once however when i first started on the pill i would get this strange really subtle nausea its subtleness almost made me feels worse but that went away	0	1	0	1
6771	it works well considering i didnt get pregnant  my issue was i gained 30 lbs and i was on it less than 1 year	0	1	0	1
14137	let me start by saying that all birth control is have ever tried has had some of these side effect for me the positive side of nuvaring is that it is very easy to use you put it in and forget it great you can also forget about your sex drive in just 2 weeks of use mine vanished that didnt matter since i also had bleeding mood swings and felt so bloated i doubt i was all that sexy to my husband anyway i also felt mentally quotslow quot like i was in a daze and couldnt really process things or even think of what word i was looking for i retained so much water that when i stopped using it i lost 6 pounds overnight i had headaches felt unmotivated and indifferent about life adding more hormones to your normal levels  crazy	0	1	0	1
4125	i have been on the implanon birth control for almost 12 months have had it in since after my miscarriage in may of 2014 have not had my period the entire time not even spotting lately ive been feeling sick having cramps well when i woke up this morning and used the bathroom i realized i was spotting and had cramps spotting came and go and cramps got worse what could that possibly be from	0	1	0	1
3735	i took this birth control for 2 months worked well for birth control weight was stable no acne or mood swings i did however have an extreme amount of vaginal discharge all month long when my period was not on so much so i am switching to another birth control	0	1	0	1
12794	this medication is very effective but it is literally the worst ever i want to share my story in hopes that it will prevent women from trying this im ten days post nexplanon today and im feeling so much more like myself then i have in months im not quite 100 yet it all started two months ago when my period began i just woke up different my anxiety was severe and i had begun feeling extreme sadness and depression my period lasted a month and then when it started again in january the symptoms came back magnified by ten i thought i was going mad i lost my appetite and im still dealing with being unable to eat for a while there i couldnt sleep but everyday it seems to be getting better im starting to smile	0	1	0	1
17198	i took sprintec for about a year and experienced decreased sex drive and mood swings just didnt really feel like myself once i stopped my sex drive went way up and and i felt normal again	0	1	0	1
7568	i had liletta inserted on the 9th it is now the 13th i am a 27 year old woman with no children or pregnancies it was a painful insertion and i did have a cold sweat after the procedure i would not recommend working on the day of your procedure i had the day off i was on my period as is procedure for iud insertion and it stopped about a day afterwards i am not experiencing heavy bleeding or spotting i just had sex with my boyfriend and he could not feel the strings or device i am pleased with it and would recommend liletta to friends or other women who are tired of taking pills every day i know it is only a few days into having it but again i am experiencing no heavy bleeding i am certain my period will be almost non existent	0	1	0	1
